微信支付账单明细,,,,,,,,
微信昵称：[pdkpdk],,,,,,,,
起始时间：[2022-10-20 00:00:00] 终止时间：[2022-11-20 23:37:55],,,,,,,,
导出类型：[全部],,,,,,,,
导出时间：[2022-11-20 23:38:17],,,,,,,,
,,,,,,,,
共36笔记录,,,,,,,,
收入：25笔 417.94元,,,,,,,,
支出：11笔 997.54元,,,,,,,,
中性交易：0笔 0.00元,,,,,,,,
注：,,,,,,,,
1. 充值/提现/理财通购买/零钱通存取/信用卡还款等交易，将计入中性交易,,,,,,,,
2. 本明细仅展示当前账单中的交易，不包括已删除的记录,,,,,,,,
3. 本明细仅供个人对账使用,,,,,,,,
,,,,,,,,
----------------------微信支付账单明细列表--------------------,,,,,,,,
交易时间,交易类型,交易对方,商品,收/支,金额(元),支付方式,当前状态,交易单号,商户单号,备注
2022-11-12 15:24:44,商户消费,红包助手，现金天天有,"/",收入,¥0.03,/,充值成功,160901219822111210104004623315050781112327804	,1200129707174221112010011082709455123789	,"/"
2022-11-11 02:34:06,商户消费,打开拼多多-首页摇一摇 11.11 分十亿,"/",收入,¥0.25,/,充值成功,160893851222111110101004313900767962112327983	,1200129637517221111010311024508594558205	,"/"
2022-11-11 02:33:27,商户消费,打开拼多多-首页摇一摇 11.11 分十亿,"/",收入,¥0.28,/,充值成功,152190117122111110106004242522557357112327002	,1200103424739221111010311086708585130795	,"/"
2022-11-06 20:24:14,商户消费,拼多多首页-现金大转盘活动,"/",收入,¥0.01,/,充值成功,132329130122110610107004513272356296112327264	,1200011594745221106010511052406577241460	,"/"
2022-11-06 20:03:06,商户消费,金鹰节晚会现金红包,"/",收入,¥0.01,/,充值成功,160893854322110610106004242589680297112327892	,1200129637529221106010011057006541639654	,"/"
2022-11-02 16:34:10,京东商城平台商户-退款,京东商城平台商户,"京东商城平台商户",收入,¥350.34,工商银行(7698),已全额退款,50302403542022110226683476508	,	,"/"
2022-11-02 16:24:04,转账,朱姝洁,"转账备注:微信转账",支出,¥2.00,工商银行(7698),对方已收钱,100005000122110200050121931546782327	,1000050001202211020113358335394	,"/"
2022-11-02 16:18:14,商户消费,京东商城平台商户,"京东-256347835878",支出,¥350.34,工商银行(7698),已全额退款,4200001597202211026100552342	,71130322110216180206308	,"/"
2022-11-02 15:10:48,商户消费,助力领现金活动打款,"/",收入,¥0.01,/,充值成功,160876228122110210110004443236977369112327965	,1200129470293221102010011059504763395154	,"/"
2022-11-02 15:03:51,商户消费,助力领现金活动打款,"/",收入,¥0.01,/,充值成功,160866058822110210112004343225415799112327894	,1200129374623221102010011092904801250009	,"/"
2022-11-02 15:03:36,商户消费,助力领现金活动打款,"/",收入,¥0.01,/,充值成功,132329130122110210102004423777381262112327264	,1200011594745221102010411069404757438870	,"/"
2022-11-02 15:03:16,商户消费,助力领现金活动打款,"/",收入,¥0.01,/,充值成功,160901216922110210107004213234070859112327908	,1200129707125221102010011095004792903925	,"/"
2022-11-02 14:58:28,商户消费,助力领现金活动打款,"/",收入,¥0.42,/,充值成功,160901219822110210110004443535942502112327804	,1200129707174221102010111089104753771342	,"/"
2022-11-02 14:57:49,商户消费,助力领现金活动打款,"/",收入,¥0.01,/,充值成功,160876240222110210102004423545593680112327138	,1200129470344221102010011034504766709786	,"/"
2022-11-02 14:56:02,商户消费,助力领现金活动打款,"/",收入,¥0.01,/,充值成功,160572459522110210107004513435772866112327937	,1200126558674221102010211035004740753241	,"/"
2022-11-02 14:55:44,商户消费,助力领现金活动打款,"/",收入,¥0.05,/,充值成功,160893851222110210110004143236885387112327983	,1200129637517221102010511034904770304604	,"/"
2022-11-02 14:50:08,商户消费,助力领现金活动打款,"/",收入,¥0.10,/,充值成功,160893862322110210104004623419311660112327807	,1200129637614221102010311050904806990144	,"/"
2022-11-02 14:49:12,商户消费,助力领现金活动打款,"/",收入,¥0.50,/,充值成功,160901216922110210103004113533704185112327908	,1200129707125221102010211003904770280719	,"/"
2022-11-02 14:48:45,商户消费,助力领现金活动打款,"/",收入,¥0.30,/,充值成功,152190117122110210112004343225323584112327002	,1200103424739221102010311069004759668136	,"/"
2022-11-02 14:47:54,商户消费,助力领现金活动打款,"/",收入,¥0.01,/,充值成功,160893862322110210112004642590048562112327807	,1200129637614221102010311045004823668684	,"/"
2022-11-02 14:44:36,商户消费,助力领现金活动打款,"/",收入,¥0.15,/,充值成功,132329130122110210101004613635928482112327264	,1200011594745221102010111032204774933593	,"/"
2022-11-02 14:44:20,商户消费,助力领现金活动打款,"/",收入,¥0.15,/,充值成功,160876240222110210107004513534577807112327138	,1200129470344221102010511042504817663039	,"/"
2022-11-02 14:42:35,商户消费,助力领现金活动打款,"/",收入,¥0.10,/,充值成功,160901219822110210108004523233157456112327804	,1200129707174221102010211018504740701793	,"/"
2022-10-31 21:43:04,商户消费,JD,"京东-订单编号256230185188",支出,¥112.70,工商银行(7698),支付成功,4200001615202210317898675936	,102115122103121425200046	,"/"
2022-10-31 11:14:57,微信红包,兔子🐰,"/",收入,¥0.01,/,已存入零钱,1000039901040210317197596048001	,1000039901202210317197596048001	,"/"
2022-10-31 07:01:29,商户消费,红包助手，现金天天有,"/",收入,¥0.03,/,充值成功,160865847822103110112004343204331806112327125	,1200129372608221031010410019803820597819	,"/"
2022-10-30 23:00:19,商户消费,京东商城平台商户,"京东-订单编号255277160627",支出,¥26.90,工商银行(7698),支付成功,4200001575202210302235477204	,61815322103023001301708	,"/"
2022-10-30 13:35:59,商户消费,京东商城平台商户,"京东-订单编号255261558640",支出,¥0.01,工商银行(7698),支付成功,4200001558202210307249148297	,61803722103013355009914	,"/"
2022-10-29 08:02:56,商户消费,天天来赚钱频道专属福利,"/",收入,¥0.30,/,充值成功,155910367122102910107004213597436378112327635	,10101134899302210292731842511904	,"/"
2022-10-25 09:39:17,商户消费,超有爱地下店,"卿卿甜博地地下餐厅店",支出,¥5.00,工商银行(7698),支付成功,4200067666202210255434480269	,03212210253475529000224	,"/"
2022-10-25 09:33:15,商户消费,京东商城平台商户,"京东-订单编号255887725218",支出,¥249.60,工商银行(7698),支付成功,4200001579202210258400087587	,61888822102509330700201	,"/"
2022-10-25 08:38:02,浙江大学医学院附属儿童医院-退款,浙江大学医学院附属儿童医院,"浙江大学医学院附属儿童医院",收入,¥64.84,工商银行(7698),已退款￥64.84,50302203712022102526335093157	,	,"/"
2022-10-25 08:16:51,商户消费,浙江大学医学院附属儿童医院,"浙大儿院（滨江）-医院自助机-门诊缴费",支出,¥82.09,工商银行(7698),已退款(￥64.84),4200001634202210257950866436	,Z22102508165000737163	,"/"
2022-10-25 07:46:06,商户消费,浙江大学医学院附属儿童医院,"浙大儿院（滨江）-医院自助机-预约挂号",支出,¥15.00,工商银行(7698),支付成功,4200001609202210254371124424	,Z221025074604004411O2	,"/"
2022-10-23 14:23:30,商户消费,古茗,"支付码:272328 滨江天街店5楼(7157589663123810838)",支出,¥32.00,工商银行(7698),支付成功,4200001613202210239900032454	,100000202210231423280056072435	,"/"
2022-10-20 11:47:56,商户消费,京东商城平台商户,"京东-订单编号254945666234",支出,¥121.90,工商银行(7698),支付成功,4200001606202210202946095455	,61815422102011474901454	,"/"
